evaluations raw_y
1 6.9351999860
3 6.3931855306
11 4.3096252411
21 4.1384344749
26 3.4071460363
306 15.0553543711
evaluations raw_y
1 19.3763813022
2 16.5770228573
7 12.1810366433
10 6.9996325850
13 4.2225530708
18 1.6512291444
21 1.0901965962
458 6.1418133685
evaluations raw_y
1 24.0000921919
2 1.8325208323
3 0.6375008137
40 0.3302702510
73 0.3011338846
306 30.0789151741
evaluations raw_y
1 2230.8534529716
2 40.2420095715
3 13.5309243050
4 1.3561923428
36 0.0066728182
766 0.0157076508
evaluations raw_y
1 52.9790290216
7 13.5607362815
16 13.3513750470
18 12.5550583605
21 2.0030243514
50 1.4594969884
75 0.9383546362
77 0.2895201845
882 1.9634951121
evaluations raw_y
1 129.9352479501
5 53.8480811335
6 45.6266434541
8 28.4408971856
10 8.5863600990
12 1.1864775363
15 0.6129468739
306 21.6850436350
evaluations raw_y
1 12.6844406859
4 12.4089098459
9 11.4624541562
14 6.2468863232
18 4.6708938212
19 1.4091968833
35 1.2335907798
36 1.1080266171
64 0.0734788645
564 0.9267695203
evaluations raw_y
1 13.8756799610
7 12.1797270163
12 11.3350056959
13 10.5634907378
25 7.5230714112
28 5.7938369854
29 5.7206863954
30 5.6623823715
47 4.9502120319
65 3.6407928934
71 3.4652203960
94 3.3631237301
110 3.2241464926
136 2.4384135891
227 2.3864165696
298 2.3123341654
306 1.7266732306
314 1.2569458006
485 1.1956526994
860 1.7278768862
evaluations raw_y
1 152.6877184192
2 35.2737493764
3 11.1291098159
4 6.6303584132
5 5.3946424047
6 1.2057352325
22 0.5072608593
556 0.8011058142
evaluations raw_y
1 10.9957492755
2 8.1481227476
6 1.0865024082
23 0.9856865181
50 0.5723848441
80 0.2962371914
109 0.2513777614
129 0.2360125021
452 0.2513270998
evaluations raw_y
1 1.6420516502
19 1.3107554325
44 0.3998432996
310 25.9569809654
evaluations raw_y
1 20.6204404343
2 8.1384751746
20 7.8702992158
21 6.1933315958
22 5.0237438578
43 4.7398953368
46 0.3658633309
202 0.3052338737
231 0.2199722584
388 20.2877589256
evaluations raw_y
1 14.6760678640
3 7.8832414393
7 6.4241305027
10 0.9672392385
11 0.3027504604
23 0.2324475087
706 1.3665924919
evaluations raw_y
1 8.1085367950
5 2.4081615976
28 1.5985964090
57 0.8203778592
73 0.2754395444
147 0.1127198829
602 1.5236721245
evaluations raw_y
1 46.9333377583
2 41.6822269513
4 8.6902363743
9 4.3792836344
16 0.6518412085
306 17.4021108496
