evaluations raw_y
1 448.7740929784
3 24.5730312974
8 17.0722306224
10 10.8895719615
14 5.8792951261
15 3.0519284939
16 1.4698237815
18 21.8480953869
evaluations raw_y
1 118.5989270786
8 3.6063731742
16 0.6303766521
19 0.0649362683
28 0.6303766521
evaluations raw_y
1 343.8353768213
2 0.9553672675
9 0.9347662683
11 0.6968577591
33 0.4091543561
36 0.3122132904
46 3.9947082763
evaluations raw_y
1 137.3655271226
2 60.8858732106
4 19.5990844099
5 2.5001933980
9 1.6834980526
15 0.7839633764
16 0.6009155901
27 0.5171584718
29 0.0206863389
42 0.6009155901
evaluations raw_y
1 34.6847935054
6 20.8539175355
7 1.7870875859
15 1.7263442628
16 1.7263442628
evaluations raw_y
1 47.7014443218
2 36.8833203864
3 17.8566436497
14 0.1504826389
25 0.1116835955
30 17.8566436497
evaluations raw_y
1 2413.9204866706
2 382.9765861715
3 96.0931733921
7 4.6515052584
32 70.5788625662
evaluations raw_y
1 411.0794201903
2 198.9740697052
3 92.4926531962
14 3.7008880805
32 90.1824880960
evaluations raw_y
1 903.7022370343
2 41.0247706637
9 10.6811292302
14 3.8915450712
22 0.4749322750
32 2.2148697233
evaluations raw_y
1 560.6315608825
2 29.4648157549
13 14.8006247155
17 6.7730964826
23 3.7182827889
28 1.0836954372
29 0.2709238593
32 3.8174914985
evaluations raw_y
1 149.5097365603
8 16.5603945231
16 1.7183998495
20 1.7122078989
32 1.7183998495
evaluations raw_y
1 162.7182510812
7 157.1088166956
8 43.2047171928
12 0.4497242964
29 0.0011243107
58 0.6521696908
evaluations raw_y
1 14.2763190931
6 4.5326889328
17 3.5090706844
40 4.5326889328
evaluations raw_y
1 169.0378604757
3 93.7399987889
4 37.7948494344
6 36.9466161669
10 13.3165900699
11 5.6911131675
18 23.3085581973
evaluations raw_y
1 1659.2163745383
2 294.4595250991
3 4.2913510104
7 0.7299779259
240 4.8140897548
