evaluations raw_y
1 46.8603398708
6 20.0358056795
10 7.9391616131
11 1.5368515028
12 0.3969512898
19 0.3563644558
78 0.1445887260
83 0.0845623483
99 0.0180300024
482 0.0314156140
evaluations raw_y
1 6.8445804050
12 0.1030812640
586 4.4924771821
evaluations raw_y
1 111.1600770777
3 6.5439657739
6 5.5641913158
15 4.2786065418
19 2.1391848579
30 1.7549029642
53 0.0789030251
614 1.8535395039
evaluations raw_y
1 42.8225764735
3 32.1048452076
4 25.3532269738
5 3.3492019013
9 0.9161869031
27 0.5433203318
46 0.4555994709
306 28.7530110792
evaluations raw_y
1 5.4593381431
9 4.2604068981
12 2.7070439497
19 1.9335218004
24 0.4952936003
36 0.3136976501
506 1.6022121411
evaluations raw_y
1 17.5608539817
6 11.0293427370
7 8.2986718068
12 3.8551170874
27 1.5430059516
30 0.2399412531
45 0.1945058307
258 0.0010671872
842 0.3929635846
evaluations raw_y
1 31.5538694686
3 7.1682048466
6 3.0120883454
32 2.7527176989
600 3.8641586514
evaluations raw_y
1 13.6523253119
11 2.2772350359
760 10.9013701868
evaluations raw_y
1 31.3093388364
2 18.7011836847
3 6.5016797789
14 5.6126038457
37 0.0333963784
474 0.4555306223
evaluations raw_y
1 299.0578890144
2 7.2835460992
8 2.2062145166
29 1.9388820516
30 1.8812256435
59 0.5326383807
122 0.3726118410
142 0.1642380640
444 0.3298669204
evaluations raw_y
1 11.2337291324
3 5.1266065471
7 2.1549240159
9 1.3491767965
15 0.5812741817
28 0.5800292373
834 0.8639376673
evaluations raw_y
1 11.3880133453
2 3.0970762865
14 2.5129379065
56 0.6657263260
57 0.4261546955
534 0.7382739611
evaluations raw_y
1 113.1484537980
2 9.4598763767
11 7.9945438492
13 4.0899243332
38 1.9722278621
55 0.9152006975
57 0.7817590023
89 0.6278037835
116 0.4230554958
133 0.4123656061
194 0.3685495430
986 2.1205747351
evaluations raw_y
1 48.8027686312
2 3.1652697102
5 0.8243766947
153 0.6935089340
180 0.6509269250
230 0.6334883370
236 0.5442133925
286 0.5411387989
294 0.5364466169
330 0.5362765004
335 0.5347267450
338 0.5341398516
342 0.5340973601
357 0.5340834781
368 0.5340704537
407 0.5340704407
445 0.5340704386
488 0.5340704435
evaluations raw_y
1 17.6159392595
10 15.9507906332
20 15.6588224060
26 15.6306292329
27 14.2747041512
474 20.8444672169
