evaluations raw_y
1 21.7747958636
3 13.2364448095
13 10.2960908655
724 9.1080623319
728 9.0076989778
739 8.5634305960
914 5.6904060079
1164 8.7790538232
1167 6.1530765196
1263 5.5857390895
4401 21.6920987577
evaluations raw_y
1 12.9655801428
12 7.9801422639
3261 5.0376955997
3291 8.3992501945
3311 6.3231942658
3377 6.7530522514
25253 1.5025859418
evaluations raw_y
1 14.2962177842
2 10.8356823837
11 12.8432350605
30 13.9405176883
33 7.3928286351
728 9.7293378580
3250 7.0542767767
3251 6.5088838362
3268 4.7704693924
33491 1.1281995370
evaluations raw_y
1 11.1126940537
2 14.9360843010
3 13.8939425347
4 14.6236061355
6 11.2420084222
11 8.3117715975
30867 3.1271572209
evaluations raw_y
1 10.5877545654
3 13.5580168168
6 17.4342705105
17 13.7261273416
1033 11.2420910460
1034 10.0986434016
1359 7.8721930973
1389 10.3201951395
1395 8.5002569899
30517 1.4722553352
evaluations raw_y
1 24.7536341083
3 17.4941901392
8 14.5119064250
1449 9.0305590790
1452 11.2289445772
1453 9.5757491108
20237 2.4159179554
evaluations raw_y
1 18.7595112028
3 12.4801275603
10 8.8861876042
16 10.6870273379
2094 8.9723686151
2199 5.7340953339
2472 4.9939991043
37919 1.2314370758
evaluations raw_y
1 11.2564401036
336 7.1227846886
499 9.2030947836
545 7.3595006563
547 7.7283864816
559 9.7718251465
563 9.6220291397
3133 20.6338273812
evaluations raw_y
1 20.1100059254
2 13.7530260221
3 24.6071554538
5 23.5430090620
6 17.1313427104
11 12.5611758499
16 13.3119234316
19 15.4573275150
683 14.9420237183
697 9.0721024286
1213 10.4481146656
2281 7.4792136742
2619 5.5636581918
2665 7.9355268397
2681 8.9422705796
2684 6.4890032416
8833 6.3907581815
evaluations raw_y
1 15.7361074257
3 13.9819407652
7 7.3422210163
10 11.7937233531
7947 12.4937905423
evaluations raw_y
1 17.3777348400
2 17.9614006981
26741 1.4611432646
evaluations raw_y
1 15.2880566304
2 8.9360338334
539 8.1282417714
971 7.8432174095
976 8.3729000720
982 6.3152560213
3567 11.6566466221
evaluations raw_y
1 9.5459165425
15 12.7196869570
17 16.6001078286
359 9.6226303667
362 9.1796899767
364 6.7643373348
468 7.9867216111
472 7.9579442252
1653 13.6493689456
evaluations raw_y
1 19.5488191670
2 14.3406764214
4 14.6926832383
1025 6.5008925562
1078 6.9196102369
19981 1.5531351249
evaluations raw_y
1 14.9125724245
2 18.4240276018
3 14.6426463349
4 10.5076358714
3605 8.6982295537
3622 7.5222744335
5296 5.6377433911
36631 1.5655736275
