evaluations raw_y
1 95.2923636974
2 72.3141299424
4 71.4887463713
5 68.8573602000
9 65.1488168671
19 43.1590546414
852 59.7568916008
evaluations raw_y
1 59.1859506048
5 47.2189379640
852 124.1853059113
evaluations raw_y
1 99.3015733689
2 99.9066896521
3 84.5981026667
4 50.6732945428
28862 24.7710818429
evaluations raw_y
1 123.8301199240
2 63.8481755652
5 28.8128879189
852 90.3661805512
evaluations raw_y
1 73.1782597601
5 47.7866729274
11 50.3075290225
18 44.2293945335
32300 14.9640212303
evaluations raw_y
1 65.2160583642
3 47.1671212824
630 32.9677078502
37616 24.9271590679
evaluations raw_y
1 109.1975463148
2 74.2198329832
3 76.3563956234
6 35.6438569620
11 43.9192351518
33458 19.1786246835
evaluations raw_y
1 82.0362466243
2 63.4131344679
8 58.0572604498
9 52.8572109568
1214 30.9441243889
37616 11.7850146523
evaluations raw_y
1 115.9315092393
2 91.3484115855
3 86.6665782473
4 52.4835854403
18 46.4047861724
25 34.9891489327
852 81.2453566367
evaluations raw_y
1 49.1227668595
15 48.7570239973
18 41.0644733231
34446 29.5498053450
evaluations raw_y
1 58.2940901706
13 56.4912707735
852 46.5756681224
evaluations raw_y
1 110.2386814893
2 61.7674257944
6 45.2315314500
852 43.1120422019
evaluations raw_y
1 70.1818622815
6 65.8744298106
10 62.7301145621
14 35.2155270340
37616 9.7113328910
evaluations raw_y
1 103.8272541577
2 78.2429219850
4 64.5120702639
7 60.0656476100
13 39.1624707636
852 75.2841131504
evaluations raw_y
1 61.0080548354
4 54.4556730601
37616 25.7787180016
