evaluations raw_y
1 21.5433122931
4 14.9108533276
11 8.2637791319
18 10.8095120405
21 10.7880151718
28 6.4473932121
51 5.2119513625
54 4.6795348937
90 3.3738117762
420 2.7299474775
424 1.8020162577
428 1.3548682249
430 1.0360541231
476 1.0280816043
903 1.0520616414
evaluations raw_y
1 44.7457210067
2 25.3542543396
3 21.3794748899
13 9.4571207661
32 4.9302683217
121 2.4932341605
473 2.2959132682
1169 2.9885440755
evaluations raw_y
1 17.5011420832
2 17.2903655843
5 5.3889364930
79 2.8397403805
781 1.1532166332
evaluations raw_y
1 52.1394475127
2 5.3299618266
170 2.7286767838
428 2.4375935360
456 2.4155207302
462 1.8130694710
478 0.9908658691
591 0.9643006199
593 0.7990895495
594 0.7506847872
597 0.5244954810
599 0.4681424743
2189 0.4875097451
evaluations raw_y
1 42.5354289292
2 19.7722352849
6 13.1710211068
12 1.8833561452
365 14.1282166451
evaluations raw_y
1 31.7400976278
2 16.3274918835
8 11.8427001684
19 9.8774078794
20 8.4447050515
33 6.5789870541
36 3.8433287694
344 1.3454846851
352 0.8693372537
827 1.3130943468
evaluations raw_y
1 37.3747232745
2 36.7174186888
3 22.4413366337
13 5.4646224218
21 13.4083216234
22 13.1926707349
28 5.6092448671
128 1.2560901202
337 26.4816627116
evaluations raw_y
1 39.8364547891
2 37.3887709700
3 5.3534673927
753 3.1921874050
evaluations raw_y
1 27.0534227939
2 18.7302112351
8 9.8473617074
9 7.7967126889
38 6.9506011631
46 5.4164316957
147 4.8620085907
337 12.0496338390
evaluations raw_y
1 50.4957414932
2 23.3622461819
3 7.6488780704
7 5.4899153996
337 46.2030749560
evaluations raw_y
1 39.6698864906
4 20.5384115519
6 10.6925638047
20 2.0468100570
337 14.8042221190
evaluations raw_y
1 17.9518096393
2 7.2276806473
21 3.8879550550
35 3.6912969130
337 18.1522690519
evaluations raw_y
1 52.0371845540
2 36.5894664173
4 9.6325435259
21 6.7632424679
39 6.5094969344
58 4.9680152788
194 1.6235832408
337 44.0242396465
evaluations raw_y
1 23.3628352021
2 12.2741737792
5 9.7963068934
6 6.1730453533
134 5.5791835854
337 37.5998740644
evaluations raw_y
1 15.4984760317
13 6.2457447570
919 2.2151420680
