evaluations raw_y
1 9.4844262612
9 8.3761090898
68 6.3992043232
118 4.5079983295
151 3.5279709505
359 2.5097020842
489 13.0056967923
evaluations raw_y
1 39.6692754921
2 29.9544149795
3 28.7518892673
5 20.1935465103
22 16.5839630861
23 11.7399512629
29 5.4620109583
1647 1.2911276491
evaluations raw_y
1 49.8216231604
2 43.8016419219
3 31.8660730351
5 5.2616762959
168 3.4768477969
215 2.6201031116
971 3.9893396372
evaluations raw_y
1 10.9012228092
6 7.9144473254
28 4.3822684093
31 6.9221068901
42 2.8210592512
989 2.6941502393
evaluations raw_y
1 15.0330372225
9 12.7092231422
51 3.1439302541
903 5.7923120923
evaluations raw_y
1 33.8195480275
2 5.5242361136
59 2.8685782760
867 4.6169984314
evaluations raw_y
1 25.6899267878
3 15.7263757338
12 13.4712315880
17 3.5950963287
343 38.1856001234
evaluations raw_y
1 42.3206652170
2 4.8976727735
22 4.6709686070
181 3.4905006648
186 3.1110660381
201 3.0693443324
337 2.0105311807
901 6.4318530312
evaluations raw_y
1 29.7998321891
2 13.7524737477
5 5.3946291319
34 3.1563607351
337 3.5360347295
evaluations raw_y
1 32.6988625342
2 8.6945909507
9 7.9248408774
48 7.2416861501
143 5.9182726243
168 5.5519235428
169 5.4283877529
215 1.5009099558
337 24.4899128989
evaluations raw_y
1 19.3355281238
15 9.6702618632
16 6.7688232571
32 6.6264767410
337 24.8543519382
evaluations raw_y
1 17.6194688738
20 3.4048435537
589 1.9122247006
735 1.5613383321
802 1.5271568233
804 1.3968987547
806 1.3179500439
821 1.2863362833
822 1.1522231695
825 1.0879314080
826 1.0663152871
828 1.0564509834
846 1.0413253555
847 1.0301868370
848 1.0085353108
880 1.0040798631
935 1.0031003630
936 1.0002184445
972 0.9987540398
984 0.9980412586
1022 0.9979073338
1058 0.9977845239
1064 0.9976427336
1067 0.9975326418
1100 0.9974345782
1161 0.9976970871
evaluations raw_y
1 30.8445386905
6 25.2495914316
12 3.4327724606
13 8.8437779159
38 7.3891281279
128 3.2182684572
337 13.3108328041
evaluations raw_y
1 2.9053202405
711 1.2677454906
evaluations raw_y
1 51.0872921940
2 42.5315727641
3 38.2553815522
4 35.5322696363
5 13.1043587990
13 2.5550640064
27 6.5446647222
111 6.1857428633
122 4.0981636662
200 4.1172779375
214 3.6658062415
222 2.6511334506
847 3.5142487711
